time,dist
0.0,0.0
1.0E-16,2.9999999890222665E-12
1.009999999999998E-14,3.0299988432831863E-10
2.0099999999999998E-14,6.029995282328958E-10
3.010000000000008E-14,9.029989105258886E-10
4.0100000000000165E-14,1.2029980098804704E-9
5.010000000000025E-14,1.5029968054794008E-9
6.010000000000013E-14,1.8029952779377586E-9
7.009999999999958E-14,2.102993410571039E-9
8.009999999999904E-14,2.4029911911104605E-9
9.009999999999849E-14,2.7029886139912914E-9
1.0009999999999794E-13,3.0029856833734865E-9
1.1009999999999739E-13,3.3029824170900114E-9
1.2009999999999686E-13,3.60297885175428E-9
1.300999999999963E-13,3.902975049304587E-9
1.4009999999999576E-13,4.202971105303123E-9
1.5009999999999522E-13,4.5029671593368534E-9
1.6009999999999467E-13,4.8029634078801295E-9
1.7009999999999412E-13,5.1029601199527775E-9
1.8009999999999357E-13,5.402957655809294E-9
1.9009999999999303E-13,5.7029564887057694E-9
2.0009999999999248E-13,6.002957229445918E-9
2.1009999999999193E-13,6.302960652863983E-9
2.2009999999999138E-13,6.602967724619604E-9
2.300999999999915E-13,6.9029796256156684E-9
2.400999999999935E-13,7.202997770056977E-9
2.5009999999999547E-13,7.503023811764262E-9
2.6009999999999745E-13,7.80305963213388E-9
2.700999999999994E-13,8.10310730253009E-9
2.801000000000014E-13,8.403169014525422E-9
2.901000000000034E-13,8.703246973849867E-9
3.0010000000000536E-13,9.003343258558476E-9
3.1010000000000733E-13,9.303459648546239E-9
3.201000000000093E-13,9.60359744108355E-9
3.301000000000113E-13,9.903757273590419E-9
3.4010000000001326E-13,1.0203938978109453E-8
3.5010000000001524E-13,1.0504141490028966E-8
3.601000000000172E-13,1.080436282613538E-8
3.701000000000192E-13,1.1104600135500207E-8
3.8010000000002117E-13,1.1404849814059075E-8
3.9010000000002315E-13,1.1705107663426296E-8
4.001000000000251E-13,1.2005369069018902E-8
4.101000000000271E-13,1.2305629172684834E-8
4.201000000000291E-13,1.260588301975068E-8
4.3010000000003105E-13,1.2906125667684729E-8
4.4010000000003303E-13,1.3206352251256117E-8
4.50100000000035E-13,1.3506558005568232E-8
4.601000000000343E-13,1.380673825289101E-8
4.701000000000312E-13,1.4106888361799761E-8
4.801000000000281E-13,1.4407003688181365E-8
4.90100000000025E-13,1.4707079507803408E-8
5.00100000000022E-13,1.50071109499516E-8
5.101000000000189E-13,1.5307092941546983E-8
5.201000000000158E-13,1.5607020171410688E-8
5.301000000000128E-13,1.5906887085015508E-8
5.401000000000097E-13,1.620668792101709E-8
5.501000000000066E-13,1.6506416801743174E-8
5.601000000000035E-13,1.680606789006671E-8
5.701000000000005E-13,1.7105635623876205E-8
5.800999999999974E-13,1.7405115035600444E-8
5.900999999999943E-13,1.7704502156854146E-8
6.000999999999913E-13,1.8003794496308633E-8
6.100999999999882E-13,1.8302991562302758E-8
6.200999999999851E-13,1.860209538188578E-8
6.30099999999982E-13,1.8901110948589706E-8
6.40099999999979E-13,1.9200046518156604E-8
6.500999999999759E-13,1.9498913671935024E-8
6.600999999999728E-13,1.979772708769713E-8
6.700999999999698E-13,2.0096503998412573E-8
6.800999999999667E-13,2.039526337468913E-8
6.900999999999636E-13,2.069402492230445E-8
