time,dist
0.0,0.0
1.0E-16,2.9999984463549475E-12
1.009999999999998E-14,3.02983536727087E-10
2.0099999999999998E-14,6.029322403344804E-10
3.010000000000008E-14,9.028419576350629E-10
4.0100000000000165E-14,1.2027080184775325E-9
5.010000000000025E-14,1.5025251656297198E-9
6.010000000000013E-14,1.8022874766095833E-9
7.009999999999958E-14,2.101988274527891E-9
8.009999999999904E-14,2.4016200263651357E-9
9.009999999999849E-14,2.7011742269253863E-9
1.0009999999999794E-13,3.0006412665288583E-9
1.1009999999999739E-13,3.300010280331686E-9
1.2009999999999686E-13,3.59926897707868E-9
1.300999999999963E-13,3.8984034451244965E-9
1.4009999999999576E-13,4.197397933827951E-9
1.5009999999999522E-13,4.4962346091063E-9
1.6009999999999467E-13,4.794893283318723E-9
1.7009999999999412E-13,5.093351122201146E-9
1.8009999999999357E-13,5.391582336043116E-9
1.9009999999999303E-13,5.689557869881931E-9
2.0009999999999248E-13,5.987245120052109E-9
2.1009999999999193E-13,6.2846077248023774E-9
2.2009999999999138E-13,6.581605509019709E-9
2.300999999999915E-13,6.878194712953634E-9
2.400999999999935E-13,7.1743287086205976E-9
2.5009999999999547E-13,7.469959509744549E-9
2.6009999999999745E-13,7.765040506383895E-9
2.700999999999994E-13,8.059530971337674E-9
2.801000000000014E-13,8.353402900899547E-9
2.901000000000034E-13,8.646650479730903E-9
3.0010000000000536E-13,8.939301616907873E-9
3.1010000000000733E-13,9.231429377556212E-9
3.201000000000093E-13,9.52315905546063E-9
3.301000000000113E-13,9.814665506548555E-9
3.4010000000001326E-13,1.0106157331777258E-8
3.5010000000001524E-13,1.0397850186011633E-8
3.601000000000172E-13,1.0689937669105377E-8
3.701000000000192E-13,1.098256977292703E-8
3.8010000000002117E-13,1.1275844302098532E-8
3.9010000000002315E-13,1.1569810133348611E-8
4.001000000000251E-13,1.1864477347027916E-8
4.101000000000271E-13,1.2159829198998606E-8
4.201000000000291E-13,1.2455832787837211E-8
4.3010000000003105E-13,1.2752447206278576E-8
4.4010000000003303E-13,1.3049629163888228E-8
4.50100000000035E-13,1.334733656787045E-8
4.601000000000343E-13,1.3645530636392371E-8
4.701000000000312E-13,1.394417703201042E-8
4.801000000000281E-13,1.4243246373721557E-8
4.90100000000025E-13,1.4542714369583407E-8
5.00100000000022E-13,1.4842561722435896E-8
5.101000000000189E-13,1.514277389726606E-8
5.201000000000158E-13,1.5443340793794287E-8
5.301000000000128E-13,1.5744256335432314E-8
5.401000000000097E-13,1.6045517960835144E-8
5.501000000000066E-13,1.6347125983580856E-8
5.601000000000035E-13,1.664908276768096E-8
5.701000000000005E-13,1.6951391652593788E-8
5.800999999999974E-13,1.7254055555214193E-8
5.900999999999943E-13,1.7557075186078147E-8
6.000999999999913E-13,1.7860446855583817E-8
6.100999999999882E-13,1.81641599290482E-8
6.200999999999851E-13,1.846819412866056E-8
6.30099999999982E-13,1.877251706881359E-8
6.40099999999979E-13,1.9077082602459836E-8
6.500999999999759E-13,1.9381830652142564E-8
6.600999999999728E-13,1.968668907472304E-8
6.700999999999698E-13,1.999157769058195E-8
6.800999999999667E-13,2.0296413978347407E-8
6.900999999999636E-13,2.0601119356633854E-8
7.000999999999605E-13,2.090562475112983E-8
7.100999999999575E-13,2.1209874408505285E-8
7.200999999999544E-13,2.1513827517338572E-8
7.300999999999513E-13,2.1817457819407417E-8
7.400999999999482E-13,2.2120751791574325E-8
7.500999999999452E-13,2.242370608174804E-8
7.600999999999421E-13,2.2726324773243866E-8
7.70099999999939E-13,2.3028616856241993E-8
7.80099999999936E-13,2.3330594097553997E-8
7.900999999999329E-13,2.36322693635537E-8
8.000999999999298E-13,2.3933655371032645E-8
8.100999999999267E-13,2.4234763804463836E-8
8.200999999999237E-13,2.4535604729881076E-8
8.300999999999206E-13,2.4836186242594793E-8
8.400999999999175E-13,2.513651429980716E-8
8.500999999999145E-13,2.5436592705199286E-8
8.600999999999114E-13,2.573642322838747E-8
8.700999999999083E-13,2.603600585678287E-8
8.800999999999052E-13,2.6335339190176634E-8
8.900999999999022E-13,2.6634420998514305E-8
9.000999999998991E-13,2.6933248969157122E-8
9.100999999998961E-13,2.7231821668570687E-8
9.20099999999893E-13,2.7530139730604074E-8
9.3009999999989E-13,2.7828207253957444E-8
9.40099999999887E-13,2.8126033340513942E-8
9.500999999998838E-13,2.8423633633621172E-8
9.600999999998808E-13,2.8721031630797595E-8
9.700999999998777E-13,2.9018259473550328E-8
