time,dist
0.0,0.0
1.0E-16,1.9999986061338714E-12
1.009999999999998E-14,2.0198541843658598E-10
2.0099999999999998E-14,4.0194077166328907E-10
3.010000000000008E-14,6.018637305838912E-10
4.0100000000000165E-14,8.01751780752451E-10
5.010000000000025E-14,1.0016022054577511E-9
6.010000000000013E-14,1.2014120688938445E-9
7.009999999999958E-14,1.4011781979211795E-9
8.009999999999904E-14,1.600897162307226E-9
9.009999999999849E-14,1.8005652533369035E-9
1.0009999999999794E-13,2.000178460683841E-9
1.1009999999999739E-13,2.1997324474207183E-9
1.2009999999999686E-13,2.3992225230671795E-9
1.300999999999963E-13,2.5986436145650197E-9
1.4009999999999576E-13,2.7979902350974767E-9
1.5009999999999522E-13,2.997256450680598E-9
1.6009999999999467E-13,3.196435844492073E-9
1.7009999999999412E-13,3.3955214789452317E-9
1.8009999999999357E-13,3.594505855584514E-9
1.9009999999999303E-13,3.793380872963538E-9
2.0009999999999248E-13,3.992137782791822E-9
2.1009999999999193E-13,4.190767144801714E-9
2.2009999999999138E-13,4.389258781000319E-9
2.300999999999915E-13,4.587601730269141E-9
2.400999999999935E-13,4.785784204655662E-9
2.5009999999999547E-13,4.983793549199138E-9
2.6009999999999745E-13,5.181616207792209E-9
2.700999999999994E-13,5.3792376984135886E-9
2.801000000000014E-13,5.576642602148888E-9
2.901000000000034E-13,5.77381457177594E-9
3.0010000000000536E-13,5.970736367385686E-9
3.1010000000000733E-13,6.1673899285936635E-9
3.201000000000093E-13,6.36375649538272E-9
3.301000000000113E-13,6.559816792495808E-9
3.4010000000001326E-13,6.755551295449211E-9
3.5010000000001524E-13,6.950940599424083E-9
3.601000000000172E-13,7.145965915021321E-9
3.701000000000192E-13,7.340609716312161E-9
3.8010000000002117E-13,7.534856565491347E-9
3.9010000000002315E-13,7.728694132903353E-9
4.001000000000251E-13,7.922114418874157E-9
4.101000000000271E-13,8.115115161996749E-9
4.201000000000291E-13,8.307701385052712E-9
4.3010000000003105E-13,8.499886984141734E-9
4.4010000000003303E-13,8.691696212061031E-9
4.50100000000035E-13,8.883164852566864E-9
4.601000000000343E-13,9.074340843818272E-9
4.701000000000312E-13,9.265284108135302E-9
4.801000000000281E-13,9.45606540114737E-9
4.90100000000025E-13,9.64676411466927E-9
5.00100000000022E-13,9.837465140163397E-9
5.101000000000189E-13,1.0028255083797844E-8
5.201000000000158E-13,1.0219218264971812E-8
5.301000000000128E-13,1.0410432979840147E-8
5.401000000000097E-13,1.060196845193139E-8
5.501000000000066E-13,1.0793882744658677E-8
5.601000000000035E-13,1.098622172498771E-8
5.701000000000005E-13,1.1179018998136522E-8
5.800999999999974E-13,1.1372296617537974E-8
5.900999999999943E-13,1.1566066324169162E-8
6.000999999999913E-13,1.1760331074931713E-8
6.100999999999882E-13,1.1955086660572112E-8
6.200999999999851E-13,1.2150323268776779E-8
6.30099999999982E-13,1.2346026902187265E-8
6.40099999999979E-13,1.2542180605690293E-8
6.500999999999759E-13,1.2738765489682846E-8
6.600999999999728E-13,1.293576155679853E-8
6.700999999999698E-13,1.3133148351138504E-8
6.800999999999667E-13,1.3330905454063109E-8
6.900999999999636E-13,1.3529012851380492E-8
7.000999999999605E-13,1.3727451195156668E-8
7.100999999999575E-13,1.3926201980563337E-8
7.200999999999544E-13,1.4125247654992599E-8
7.300999999999513E-13,1.4324571673544823E-8
7.400999999999482E-13,1.4524158512174943E-8
7.500999999999452E-13,1.4723993647350271E-8
7.600999999999421E-13,1.492406350907739E-8
7.70099999999939E-13,1.5124355412535463E-8
7.80099999999936E-13,1.532485747230964E-8
7.900999999999329E-13,1.5525558502284275E-8
8.000999999999298E-13,1.572644790363034E-8
8.100999999999267E-13,1.5927515542926258E-8
8.200999999999237E-13,1.6128751622328558E-8
8.300999999999206E-13,1.6330146543815343E-8
8.400999999999175E-13,1.6531690769831475E-8
8.500999999999145E-13,1.6733374683195628E-8
8.600999999999114E-13,1.6935188449815923E-8
8.700999999999083E-13,1.713712188857941E-8
8.800999999999052E-13,1.733916435367019E-8
8.900999999999022E-13,1.7541304635370854E-8
9.000999999998991E-13,1.7743530886053038E-8
9.100999999998961E-13,1.7945830578329644E-8
9.20099999999893E-13,1.8148190502093413E-8
9.3009999999989E-13,1.835059680621082E-8
9.40099999999887E-13,1.855303508886942E-8
9.500999999998838E-13,1.8755490537985114E-8
9.600999999998808E-13,1.8957948119726615E-8
9.700999999998777E-13,1.916039280937935E-8
9.800999999998746E-13,1.9362809854867084E-8
9.900999999998716E-13,1.956518505969797E-8
1.0000999999998685E-12,1.976750506949727E-8
1.0100999999998654E-12,1.996975764503157E-8
1.0200999999998623E-12,2.017193190499719E-8
1.0300999999998593E-12,2.0374018523908758E-8
1.0400999999998562E-12,2.0576009873926026E-8
1.0500999999998531E-12,2.0777900104024017E-8
1.06009999999985E-12,2.0979685154847687E-8
1.070099999999847E-12,2.1181362712432675E-8
1.080099999999844E-12,2.138293210805244E-8
1.0900999999998408E-12,2.158439417446333E-8
1.1000999999998378E-12,2.1785751070553458E-8
1.1100999999998347E-12,2.198700608686631E-8
1.1200999999998316E-12,2.218816344383188E-8
1.1300999999998285E-12,2.2389228093093873E-8
1.1400999999998255E-12,2.259020553033986E-8
1.1500999999998224E-12,2.2791101625849405E-8
1.1600999999998193E-12,2.299192247682165E-8
1.1700999999998163E-12,2.3192674283583186E-8
1.1800999999998132E-12,2.3393363250168752E-8
1.1900999999998101E-12,2.359399550849804E-8
1.200099999999807E-12,2.379457706450575E-8
1.210099999999804E-12,2.3995113764006576E-8
1.220099999999801E-12,2.419561127581159E-8
1.2300999999997978E-12,2.439607508952519E-8
1.2400999999997948E-12,2.4596510525533967E-8
1.2500999999997917E-12,2.4796922754842512E-8
1.2600999999997886E-12,2.499731682661953E-8
1.2700999999997855E-12,2.5197697701507976E-8
1.2800999999997825E-12,2.5398070288929823E-8
1.2900999999997794E-12,2.559843948674081E-8
1.3000999999997763E-12,2.5798810221660794E-8
1.3100999999997733E-12,2.5999187488886668E-8
1.3200999999997702E-12,2.619957638925158E-8
1.3300999999997671E-12,2.6399982162136353E-8
1.340099999999764E-12,2.66004102121795E-8
1.350099999999761E-12,2.68008661275984E-8
1.3600999999997579E-12,2.7001355687720117E-8
1.3700999999997548E-12,2.7201884857132767E-8
1.3800999999997518E-12,2.7402459763760444E-8
1.3900999999997487E-12,2.7603086658195568E-8
1.4000999999997456E-12,2.78037718518695E-8
1.4100999999997425E-12,2.800452163213728E-8
1.4200999999997395E-12,2.8205342153218235E-8
1.4300999999997364E-12,2.8406239303117788E-8
1.4400999999997333E-12,2.8607218548243567E-8
1.4500999999997302E-12,2.8808284759316134E-8
1.4600999999997272E-12,2.9009442024283105E-8
1.4700999999997241E-12,2.9210693456029096E-8
1.480099999999721E-12,2.941204100457477E-8
1.490099999999718E-12,2.9613485284832842E-8
1.5000999999997149E-12,2.9815025431526445E-8
1.5100999999997118E-12,3.0016658992476075E-8
1.5200999999997087E-12,3.021838186979165E-8
1.5300999999997057E-12,3.0420188315779624E-8
1.5400999999997026E-12,3.0622070986674286E-8
