time,energy
0.0,0.0
1.0E-16,4.500010888464267E-19
1.009999999999998E-14,4.501151106525459E-19
2.0099999999999998E-14,4.502427883408036E-19
3.010000000000008E-14,4.503858588516043E-19
4.0100000000000165E-14,4.505463002306271E-19
5.010000000000025E-14,4.507263694011529E-19
6.010000000000013E-14,4.509286468323351E-19
7.009999999999958E-14,4.511560895932437E-19
8.009999999999904E-14,4.514120946585847E-19
9.009999999999849E-14,4.517005748145698E-19
1.0009999999999794E-13,4.520260501340613E-19
1.1009999999999739E-13,4.523937587887908E-19
1.2009999999999686E-13,4.528097919923157E-19
1.300999999999963E-13,4.532812591777753E-19
1.4009999999999576E-13,4.538164911691496E-19
1.5009999999999522E-13,4.544252911495926E-19
1.6009999999999467E-13,4.551192456582714E-19
1.7009999999999412E-13,4.559121105094262E-19
1.8009999999999357E-13,4.568202889403855E-19
1.9009999999999303E-13,4.578634202296555E-19
2.0009999999999248E-13,4.590650936331801E-19
2.1009999999999193E-13,4.6045368846432685E-19
2.2009999999999138E-13,4.620633028992873E-19
2.300999999999915E-13,4.639346428301871E-19
2.400999999999935E-13,4.661155379585015E-19
2.5009999999999547E-13,4.686603146248063E-19
2.6009999999999745E-13,4.716263545555795E-19
2.700999999999994E-13,4.750644281619542E-19
2.801000000000014E-13,4.789964151051383E-19
2.901000000000034E-13,4.833703455273137E-19
3.0010000000000536E-13,4.879832155910625E-19
3.1010000000000733E-13,4.923831776192171E-19
3.201000000000093E-13,4.95829768786505E-19
3.301000000000113E-13,4.974709964119859E-19
3.4010000000001326E-13,4.967869949057554E-19
3.5010000000001524E-13,4.939560900107187E-19
3.601000000000172E-13,4.897196333359932E-19
3.701000000000192E-13,4.849117234314939E-19
3.8010000000002117E-13,4.801311821825182E-19
3.9010000000002315E-13,4.7569159513846945E-19
4.001000000000251E-13,4.717053948350042E-19
4.101000000000271E-13,4.68175770226847E-19
4.201000000000291E-13,4.650572323383624E-19
4.3010000000003105E-13,4.6228783709289175E-19
4.4010000000003303E-13,4.59804044944406E-19
4.50100000000035E-13,4.575465143963699E-19
4.601000000000343E-13,4.55461575589008E-19
4.701000000000312E-13,4.535007862458267E-19
4.801000000000281E-13,4.516196912064148E-19
4.90100000000025E-13,4.497762578290878E-19
5.00100000000022E-13,4.47929136859318E-19
5.101000000000189E-13,4.460357287217531E-19
5.201000000000158E-13,4.440499254840472E-19
5.301000000000128E-13,4.419192945057317E-19
5.401000000000097E-13,4.395813284288973E-19
5.501000000000066E-13,4.369581562152288E-19
5.601000000000035E-13,4.339487059581648E-19
5.701000000000005E-13,4.3041656809213986E-19
5.800999999999974E-13,4.26170389088237E-19
5.900999999999943E-13,4.209307982449113E-19
6.000999999999913E-13,4.142719794631081E-19
6.100999999999882E-13,4.0551319534094575E-19
6.200999999999851E-13,3.935069865759917E-19
6.30099999999982E-13,3.762096028182127E-19
6.40099999999979E-13,3.498376102251841E-19
6.500999999999759E-13,3.0790995730224864E-19
6.600999999999728E-13,2.4788080950014405E-19
6.700999999999698E-13,2.170750382518033E-19
6.800999999999667E-13,2.6565109612373577E-19
6.900999999999636E-13,3.2177960778482826E-19
7.000999999999605E-13,3.585224728794595E-19
7.100999999999575E-13,3.8178523941385777E-19
7.200999999999544E-13,3.9728339495394985E-19
7.300999999999513E-13,4.0818944770411796E-19
7.400999999999482E-13,4.1622600889288298E-19
7.500999999999452E-13,4.2237239149764534E-19
7.600999999999421E-13,4.272156060156646E-19
7.70099999999939E-13,4.3112472012164724E-19
7.80099999999936E-13,4.343413529956098E-19
7.900999999999329E-13,4.370290553231373E-19
8.000999999999298E-13,4.393015600427826E-19
8.100999999999267E-13,4.412396465707431E-19
8.200999999999237E-13,4.4290159459837995E-19
8.300999999999206E-13,4.443298854210683E-19
8.400999999999175E-13,4.455556303079565E-19
8.500999999999145E-13,4.466015808704689E-19
8.600999999999114E-13,4.47484232394459E-19
8.700999999999083E-13,4.48215334653157E-19
8.800999999999052E-13,4.488030084454229E-19
8.900999999999022E-13,4.4925259462766445E-19
9.000999999998991E-13,4.495673166069647E-19
9.100999999998961E-13,4.497488066564828E-19
9.20099999999893E-13,4.497975253371129E-19
9.3009999999989E-13,4.497130888820289E-19
9.40099999999887E-13,4.494945103439014E-19
9.500999999998838E-13,4.491403561623819E-19
9.600999999998808E-13,4.486488204188793E-19
9.700999999998777E-13,4.480177242335332E-19
9.800999999998746E-13,4.472444573188864E-19
9.900999999998716E-13,4.463258926664823E-19
1.0000999999998685E-12,4.4525832449701435E-19
1.0100999999998654E-12,4.440375061316453E-19
1.0200999999998623E-12,4.42658902384941E-19
1.0300999999998593E-12,4.411183261692322E-19
1.0400999999998562E-12,4.394132067201078E-19
1.0500999999998531E-12,4.375448362227102E-19
1.06009999999985E-12,4.355220395910554E-19
1.070099999999847E-12,4.333667306680774E-19
1.080099999999844E-12,4.311215693562825E-19
1.0900999999998408E-12,4.2885907119978936E-19
1.1000999999998378E-12,4.2668962303015627E-19
1.1100999999998347E-12,4.247629519707704E-19
1.1200999999998316E-12,4.232553328199205E-19
1.1300999999998285E-12,4.223373064164806E-19
1.1400999999998255E-12,4.22127612632051E-19
1.1500999999998224E-12,4.2265376273881394E-19
1.1600999999998193E-12,4.2384285700569417E-19
1.1700999999998163E-12,4.2554878604136365E-19
1.1800999999998132E-12,4.2759844579041055E-19
1.1900999999998101E-12,4.2983253223749215E-19
1.200099999999807E-12,4.3212773732623998E-19
1.210099999999804E-12,4.34401327339636E-19
1.220099999999801E-12,4.366055177767314E-19
1.2300999999997978E-12,4.387184764369642E-19
1.2400999999997948E-12,4.407358298991113E-19
1.2500999999997917E-12,4.4266408799551355E-19
1.2600999999997886E-12,4.445160770060342E-19
1.2700999999997855E-12,4.463079748061737E-19
1.2800999999997825E-12,4.480574576360947E-19
1.2900999999997794E-12,4.497825344636004E-19
1.3000999999997763E-12,4.515007353019691E-19
1.3100999999997733E-12,4.532283873645323E-19
1.3200999999997702E-12,4.5497974652164365E-19
1.3300999999997671E-12,4.567657553412951E-19
1.340099999999764E-12,4.585921875743051E-19
1.350099999999761E-12,4.604569432862443E-19
1.3600999999997579E-12,4.623463409441716E-19
1.3700999999997548E-12,4.642305218554181E-19
1.3800999999997518E-12,4.66058687338998E-19
1.3900999999997487E-12,4.677559241424156E-19
1.4000999999997456E-12,4.692246119725776E-19
1.4100999999997425E-12,4.703539111855904E-19
1.4200999999997395E-12,4.710389667820591E-19
1.4300999999997364E-12,4.7120631030508355E-19
1.4400999999997333E-12,4.708358278943415E-19
1.4500999999997302E-12,4.699682969951356E-19
1.4600999999997272E-12,4.686942928539069E-19
1.4700999999997241E-12,4.67130602152198E-19
1.480099999999721E-12,4.653955151498419E-19
1.490099999999718E-12,4.635915671498631E-19
1.5000999999997149E-12,4.617979816899739E-19
1.5100999999997118E-12,4.600705312665807E-19
1.5200999999997087E-12,4.584452838671616E-19
1.5300999999997057E-12,4.569434770532976E-19
1.5400999999997026E-12,4.555760080550588E-19
1.5500999999996995E-12,4.54346978706103E-19
1.5600999999996965E-12,4.532562558507723E-19
1.5700999999996934E-12,4.523012199057091E-19
1.5800999999996903E-12,4.514779190618401E-19
1.5900999999996872E-12,4.507818204180756E-19
1.6000999999996842E-12,4.502083027669414E-19
1.610099999999681E-12,4.4975299075797135E-19
1.620099999999678E-12,4.49411994128515E-19
1.630099999999675E-12,4.4918208966475E-19
1.6400999999996719E-12,4.490608662705878E-19
1.6500999999996688E-12,4.490468430975353E-19
1.6600999999996657E-12,4.491395652599762E-19
1.6700999999996627E-12,4.493396795720715E-19
1.6800999999996596E-12,4.496489925730117E-19
1.6900999999996565E-12,4.500705136196622E-19
1.7000999999996535E-12,4.506084858695153E-19
1.7100999999996504E-12,4.51268406342119E-19
1.7200999999996473E-12,4.52057031457307E-19
1.7300999999996442E-12,4.529823544694487E-19
1.7400999999996412E-12,4.540535230447186E-19
1.750099999999638E-12,4.552806343268753E-19
1.760099999999635E-12,4.566742945146769E-19
1.770099999999632E-12,4.582447511576676E-19
1.7800999999996289E-12,4.600002892776421E-19
1.7900999999996258E-12,4.619444240787076E-19
1.8000999999996227E-12,4.64071249628689E-19
1.8100999999996197E-12,4.663582229584863E-19
1.8200999999996166E-12,4.687559658940559E-19
1.8300999999996135E-12,4.711759303316247E-19
1.8400999999996104E-12,4.734797440097424E-19
1.8500999999996074E-12,4.754786961229323E-19
1.8600999999996043E-12,4.769550502826515E-19
1.8700999999996012E-12,4.777112399548603E-19
1.880099999999598E-12,4.776334152397734E-19
1.890099999999595E-12,4.767346906183346E-19
1.900099999999592E-12,4.75148195484325E-19
1.910099999999589E-12,4.730750086593901E-19
1.920099999999586E-12,4.707215763520744E-19
1.930099999999583E-12,4.682572844124286E-19
1.9400999999995797E-12,4.657996895481696E-19
1.9500999999995767E-12,4.634186322882579E-19
1.9600999999995736E-12,4.611478854064271E-19
1.9700999999995705E-12,4.589971312863203E-19
1.9800999999995674E-12,4.56961400481978E-19
1.9900999999995644E-12,4.550275839589251E-19
2.0000999999995613E-12,4.531785823659963E-19
2.0100999999995582E-12,4.513958252781689E-19
2.020099999999555E-12,4.49660781643457E-19
2.030099999999552E-12,4.479559220387159E-19
2.040099999999549E-12,4.462654642297003E-19
2.050099999999546E-12,4.445761506029604E-19
2.060099999999543E-12,4.42878260095643E-19
2.0700999999995398E-12,4.411670295791228E-19
2.0800999999995367E-12,4.39444622399343E-19
2.0900999999995337E-12,4.377226922984203E-19
2.1000999999995306E-12,4.360253878254967E-19
2.1100999999995275E-12,4.343922580538544E-19
2.1200999999995244E-12,4.328799377761578E-19
2.1300999999995214E-12,4.315608673082898E-19
2.1400999999995183E-12,4.305171192957311E-19
2.1500999999995152E-12,4.2982841185517327E-19
2.160099999999512E-12,4.295560001398586E-19
2.170099999999509E-12,4.2972740339966025E-19
2.180099999999506E-12,4.3032832332174136E-19
2.190099999999503E-12,4.3130558154887614E-19
2.2000999999995E-12,4.32579590443827E-19
2.2100999999994968E-12,4.340606694179781E-19
2.2200999999994937E-12,4.356631946577962E-19
2.2300999999994906E-12,4.373143239108714E-19
2.2400999999994876E-12,4.38957186913094E-19
2.2500999999994845E-12,4.405501961317183E-19
2.2600999999994814E-12,4.4206441071161435E-19
2.2700999999994784E-12,4.434803882951533E-19
2.2800999999994753E-12,4.447853232576257E-19
2.2900999999994722E-12,4.459707903471433E-19
2.300099999999469E-12,4.470311354593653E-19
2.310099999999466E-12,4.479624273795509E-19
2.320099999999463E-12,4.487618419549643E-19
2.33009999999946E-12,4.494273483115639E-19
2.340099999999457E-12,4.49957580822907E-19
2.3500999999994538E-12,4.503517998046466E-19
2.3600999999994507E-12,4.506098647246621E-19
2.3700999999994476E-12,4.507321650419842E-19
2.3800999999994446E-12,4.507194746708984E-19
2.3900999999994415E-12,4.505727148266504E-19
2.4000999999994384E-12,4.502926244687674E-19
2.4100999999994354E-12,4.4987934577032375E-19
2.4200999999994323E-12,4.4933193292350425E-19
2.4300999999994292E-12,4.486477860940389E-19
2.440099999999426E-12,4.4782199906018E-19
2.450099999999423E-12,4.468465894771485E-19
2.46009999999942E-12,4.457095541346139E-19
2.470099999999417E-12,4.443936551367072E-19
2.480099999999414E-12,4.428747900892752E-19
2.4900999999994108E-12,4.411197175458399E-19
2.5000999999994077E-12,4.390827748702887E-19
2.5100999999994046E-12,4.367009957166123E-19
2.5200999999994016E-12,4.338866239174945E-19
2.5300999999993985E-12,4.3051525829370267E-19
2.5400999999993954E-12,4.264063840032026E-19
2.5500999999993923E-12,4.2129003165583285E-19
2.5600999999993893E-12,4.147468044663415E-19
2.5700999999993862E-12,4.060935644814874E-19
2.580099999999383E-12,3.941501661606488E-19
2.59009999999938E-12,3.767248551460917E-19
2.600099999999377E-12,3.493871508323213E-19
2.610099999999374E-12,3.0250120151762633E-19
2.620099999999371E-12,2.178639605688884E-19
2.6300999999993678E-12,1.2322200544777003E-19
2.6400999999993647E-12,1.8626268945366366E-19
2.6500999999993616E-12,2.8330538298325006E-19
2.6600999999993586E-12,3.3874541669031486E-19
2.6700999999993555E-12,3.7028799403417907E-19
2.6800999999993524E-12,3.8991954461648416E-19
2.6900999999993493E-12,4.031312320578598E-19
2.7000999999993463E-12,4.1257554994424597E-19
2.710099999999343E-12,4.1964993537196614E-19
2.72009999999934E-12,4.2514992645341833E-19
2.730099999999337E-12,4.2955852662576496E-19
2.740099999999334E-12,4.331850595039922E-19
2.750099999999331E-12,4.362367221739475E-19
2.760099999999328E-12,4.388577695268936E-19
