time,dist
0.0,0.0
1.0E-16,2.000000066678759E-12
1.009999999999998E-14,2.0200069825283215E-10
2.0099999999999998E-14,4.0200284118030804E-10
3.010000000000008E-14,6.020065484775511E-10
4.0100000000000165E-14,8.020119511121826E-10
5.010000000000025E-14,1.002019192630903E-9
6.010000000000013E-14,1.2020284305518195E-9
7.009999999999958E-14,1.4020398379264341E-9
8.009999999999904E-14,1.6020536050936622E-9
9.009999999999849E-14,1.8020699416534214E-9
1.0009999999999794E-13,2.0020890786817166E-9
1.1009999999999739E-13,2.2021112712197502E-9
1.2009999999999686E-13,2.4021368010691197E-9
1.300999999999963E-13,2.602165979930888E-9
1.4009999999999576E-13,2.802199152923345E-9
1.5009999999999522E-13,3.0022367025228785E-9
1.6009999999999467E-13,3.2022790529684765E-9
1.7009999999999412E-13,3.402326675175476E-9
1.8009999999999357E-13,3.60238009220009E-9
1.9009999999999303E-13,3.802439885297438E-9
2.0009999999999248E-13,4.002506700608433E-9
2.1009999999999193E-13,4.202581256500016E-9
2.2009999999999138E-13,4.402664351572537E-9
2.300999999999915E-13,4.60275687332398E-9
2.400999999999935E-13,4.802859807431594E-9
2.5009999999999547E-13,5.002974247570379E-9
2.6009999999999745E-13,5.203101405638231E-9
2.700999999999994E-13,5.403242622179295E-9
2.801000000000014E-13,5.60339937671798E-9
2.901000000000034E-13,5.803573297602197E-9
3.0010000000000536E-13,6.003766170824103E-9
3.1010000000000733E-13,6.203979947139716E-9
3.201000000000093E-13,6.4042167466314784E-9
3.301000000000113E-13,6.604478859677935E-9
3.4010000000001326E-13,6.804768743107608E-9
3.5010000000001524E-13,7.00508901014652E-9
3.601000000000172E-13,7.205442412636784E-9
3.701000000000192E-13,7.405831813941972E-9
3.8010000000002117E-13,7.606260151008182E-9
3.9010000000002315E-13,7.806730384244749E-9
4.001000000000251E-13,8.007245434282652E-9
4.101000000000271E-13,8.20780810528125E-9
4.201000000000291E-13,8.408420995309506E-9
4.3010000000003105E-13,8.609086395397664E-9
4.4010000000003303E-13,8.809806180100986E-9
4.50100000000035E-13,9.010581693719296E-9
4.601000000000343E-13,9.211413637544826E-9
4.701000000000312E-13,9.412301964474577E-9
4.801000000000281E-13,9.613245787841734E-9
4.90100000000025E-13,9.814243311232672E-9
5.00100000000022E-13,1.0015291785250625E-8
5.101000000000189E-13,1.0216387495667952E-8
