time,dist
0.0,0.0
1.0E-16,3.0000011409587927E-12
1.009999999999998E-14,3.0301208821958035E-10
2.0099999999999998E-14,6.030497450042478E-10
3.010000000000008E-14,9.031160040879483E-10
4.0100000000000165E-14,1.203214272362548E-9
5.010000000000025E-14,1.5033483788460363E-9
6.010000000000013E-14,1.803522628578704E-9
7.009999999999958E-14,2.1037418632316106E-9
8.009999999999904E-14,2.404011529058626E-9
9.009999999999849E-14,2.7043377527881937E-9
1.0009999999999794E-13,3.004727425908566E-9
1.1009999999999739E-13,3.305188297596617E-9
1.2009999999999686E-13,3.6057290761534862E-9
1.300999999999963E-13,3.906359538195423E-9
1.4009999999999576E-13,4.207090643906357E-9
1.5009999999999522E-13,4.507934655224443E-9
1.6009999999999467E-13,4.808905251715442E-9
1.7009999999999412E-13,5.11001763579743E-9
1.8009999999999357E-13,5.411288614553383E-9
1.9009999999999303E-13,5.712736639139217E-9
2.0009999999999248E-13,6.014381774211198E-9
2.1009999999999193E-13,6.3162455583147374E-9
2.2009999999999138E-13,6.618350701460916E-9
2.300999999999915E-13,6.920720548491362E-9
2.400999999999935E-13,7.223378218163991E-9
2.5009999999999547E-13,7.526345313061185E-9
2.6009999999999745E-13,7.829640094450597E-9
2.700999999999994E-13,8.133275046542706E-9
2.801000000000014E-13,8.437253841315471E-9
2.901000000000034E-13,8.74156788492546E-9
3.0010000000000536E-13,9.046192888891165E-9
3.1010000000000733E-13,9.351086220338925E-9
3.201000000000093E-13,9.656186014103589E-9
3.301000000000113E-13,9.961412966251138E-9
3.4010000000001326E-13,1.026667520054891E-8
3.5010000000001524E-13,1.0571875664792396E-8
3.601000000000172E-13,1.0876920565458026E-8
3.701000000000192E-13,1.1181726922710794E-8
3.8010000000002117E-13,1.148622769209333E-8
3.9010000000002315E-13,1.1790373822429715E-8
4.001000000000251E-13,1.209413357180473E-8
4.101000000000271E-13,1.23974899696282E-8
4.201000000000291E-13,1.2700437408754418E-8
4.3010000000003105E-13,1.3002978139230136E-8
4.4010000000003303E-13,1.3305119126082287E-8
4.50100000000035E-13,1.3606869466434341E-8
4.601000000000343E-13,1.3908238385302213E-8
4.701000000000312E-13,1.4209233738178884E-8
4.801000000000281E-13,1.4509860915875787E-8
4.90100000000025E-13,1.4810122047686237E-8
5.00100000000022E-13,1.5110015415123038E-8
5.101000000000189E-13,1.5409535010334468E-8
5.201000000000158E-13,1.570867019653855E-8
5.301000000000128E-13,1.600740545184061E-8
5.401000000000097E-13,1.630572020432287E-8
5.501000000000066E-13,1.6603588798792358E-8
5.601000000000035E-13,1.690098067900406E-8
5.701000000000005E-13,1.719786092960113E-8
5.800999999999974E-13,1.749419140529756E-8
5.900999999999943E-13,1.778993278224786E-8
6.000999999999913E-13,1.808504798442467E-8
6.100999999999882E-13,1.837950751637593E-8
6.200999999999851E-13,1.8673297154485247E-8
6.30099999999982E-13,1.8966427999192447E-8
6.40099999999979E-13,1.9258947813751954E-8
6.500999999999759E-13,1.9550950823603647E-8
6.600999999999728E-13,1.984258138681049E-8
6.700999999999698E-13,2.0134026840660724E-8
6.800999999999667E-13,2.0425498086886935E-8
6.900999999999636E-13,2.0717202416557824E-8
7.000999999999605E-13,2.100931762853937E-8
7.100999999999575E-13,2.1301975700973037E-8
7.200999999999544E-13,2.1595258860838623E-8
7.300999999999513E-13,2.1889205391103392E-8
7.400999999999482E-13,2.218382023115229E-8
7.500999999999452E-13,2.2479086174393754E-8
7.600999999999421E-13,2.2774973351931967E-8
7.70099999999939E-13,2.3071446288735157E-8
7.80099999999936E-13,2.336846870846586E-8
7.900999999999329E-13,2.366600658901597E-8
8.000999999999298E-13,2.396402999171036E-8
8.100999999999267E-13,2.4262514090528606E-8
8.200999999999237E-13,2.4561439710292585E-8
8.300999999999206E-13,2.4860793581948967E-8
8.400999999999175E-13,2.5160568446843365E-8
8.500999999999145E-13,2.5460763086785526E-8
8.600999999999114E-13,2.576138231591622E-8
8.700999999999083E-13,2.6062436936951072E-8
8.800999999999052E-13,2.6363943631526635E-8
8.900999999999022E-13,2.666592471566012E-8
9.000999999998991E-13,2.6968407639762153E-8
9.100999999998961E-13,2.727142404154922E-8
9.20099999999893E-13,2.7575008065490446E-8
9.3009999999989E-13,2.7879193549663972E-8
9.40099999999887E-13,2.8184009581451427E-8
9.500999999998838E-13,2.848947392235999E-8
9.600999999998808E-13,2.8795584070851105E-8
9.700999999998777E-13,2.9102306520945598E-8
9.800999999998746E-13,2.94095662582966E-8
9.900999999998716E-13,2.971724039640846E-8
1.0000999999998685E-12,3.0025160805420135E-8
1.0100999999998654E-12,3.0333128722740437E-8
1.0200999999998623E-12,3.064093916758949E-8
1.0300999999998593E-12,3.094840745599304E-8
1.0400999999998562E-12,3.125538881423816E-8
1.0500999999998531E-12,3.1561786214477953E-8
1.06009999999985E-12,3.186754744412123E-8
1.070099999999847E-12,3.2172655872310825E-8
1.080099999999844E-12,3.247711946015069E-8
1.0900999999998408E-12,3.2780960883192216E-8
1.1000999999998378E-12,3.308420989429751E-8
1.1100999999998347E-12,3.338689796267116E-8
1.1200999999998316E-12,3.3689054757793184E-8
1.1300999999998285E-12,3.3990705954859896E-8
1.1400999999998255E-12,3.4291871907989186E-8
1.1500999999998224E-12,3.459256684880921E-8
1.1600999999998193E-12,3.489279836990636E-8
1.1700999999998163E-12,3.5192567030404255E-8
1.1800999999998132E-12,3.5491865975597234E-8
