time,dist
0.0,0.0
1.0E-16,9.99999274437824E-13
1.009999999999998E-14,1.0099250708614566E-10
2.0099999999999998E-14,2.0096996224613209E-10
3.010000000000008E-14,3.00931810961605E-10
4.0100000000000165E-14,4.008774795824765E-10
5.010000000000025E-14,5.008063739622224E-10
6.010000000000013E-14,6.007178788065401E-10
7.009999999999958E-14,7.006113570131763E-10
8.009999999999904E-14,8.004861489986588E-10
9.009999999999849E-14,9.003415720203519E-10
1.0009999999999794E-13,1.0001769194887297E-9
1.1009999999999739E-13,1.099991460274758E-9
1.2009999999999686E-13,1.199784438013264E-9
1.300999999999963E-13,1.299555070407466E-9
1.4009999999999576E-13,1.399302548532032E-9
1.5009999999999522E-13,1.4990260361408812E-9
1.6009999999999467E-13,1.598724668984523E-9
1.7009999999999412E-13,1.6983975541360465E-9
1.8009999999999357E-13,1.7980437693336545E-9
1.9009999999999303E-13,1.8976623623426715E-9
2.0009999999999248E-13,1.9972523503449647E-9
2.1009999999999193E-13,2.0968127193594123E-9
2.2009999999999138E-13,2.19634242369746E-9
2.300999999999915E-13,2.2958403854692076E-9
2.400999999999935E-13,2.3953054941391605E-9
2.5009999999999547E-13,2.4947366061472127E-9
2.6009999999999745E-13,2.594132544602372E-9
2.700999999999994E-13,2.69349209906109E-9
2.801000000000014E-13,2.7928140254027088E-9
2.901000000000034E-13,2.892097045814521E-9
3.0010000000000536E-13,2.991339848903942E-9
3.1010000000000733E-13,3.090541089952532E-9
3.201000000000093E-13,3.1896993913306654E-9
3.301000000000113E-13,3.28881334309227E-9
3.4010000000001326E-13,3.3878815037727345E-9
3.5010000000001524E-13,3.4869024014118252E-9
3.601000000000172E-13,3.5858745348294653E-9
3.701000000000192E-13,3.6847963751799325E-9
3.8010000000002117E-13,3.78366636781813E-9
3.9010000000002315E-13,3.882482934506117E-9
4.001000000000251E-13,3.981244475998863E-9
4.101000000000271E-13,4.0799493750465214E-9
4.201000000000291E-13,4.178595999850176E-9
4.3010000000003105E-13,4.277182708018507E-9
4.4010000000003303E-13,4.37570785106744E-9
4.50100000000035E-13,4.474169779513392E-9
4.601000000000343E-13,4.572566848608577E-9
4.701000000000312E-13,4.670897424771379E-9
4.801000000000281E-13,4.769159892765478E-9
4.90100000000025E-13,4.867352663685843E-9
5.00100000000022E-13,4.965474183806463E-9
5.101000000000189E-13,5.063522944345879E-9
5.201000000000158E-13,5.161497492209675E-9
5.301000000000128E-13,5.259396441762215E-9
5.401000000000097E-13,5.35721848768042E-9
5.501000000000066E-13,5.454962418940658E-9
5.601000000000035E-13,5.552627133976288E-9
5.701000000000005E-13,5.650211657042813E-9
5.800999999999974E-13,5.747715155811802E-9
5.900999999999943E-13,5.8451369602123266E-9
6.000999999999913E-13,5.942476582508597E-9
6.100999999999882E-13,6.0397337385983634E-9
6.200999999999851E-13,6.136908370481885E-9
6.30099999999982E-13,6.2340006698415904E-9
6.40099999999979E-13,6.33101110262729E-9
6.500999999999759E-13,6.427940434520309E-9
6.600999999999728E-13,6.524789757109279E-9
6.700999999999698E-13,6.621560514572471E-9
6.800999999999667E-13,6.718254530616223E-9
6.900999999999636E-13,6.814874035372971E-9
7.000999999999605E-13,6.911421691919391E-9
7.100999999999575E-13,7.00790062201918E-9
7.200999999999544E-13,7.1043144306563495E-9
7.300999999999513E-13,7.200667228868857E-9
7.400999999999482E-13,7.296963654360786E-9
7.500999999999452E-13,7.393208889326794E-9
7.600999999999421E-13,7.489408674903388E-9
7.70099999999939E-13,7.585569321638526E-9
7.80099999999936E-13,7.681697715374232E-9
7.900999999999329E-13,7.777801317947028E-9
8.000999999999298E-13,7.87388816214314E-9
8.100999999999267E-13,7.96996684039519E-9
8.200999999999237E-13,8.06604648677887E-9
8.300999999999206E-13,8.162136751970063E-9
8.400999999999175E-13,8.25824777091842E-9
8.500999999999145E-13,8.354390123145228E-9
8.600999999999114E-13,8.450574785700422E-9
8.700999999999083E-13,8.546813078994475E-9
8.800999999999052E-13,8.64311660586909E-9
8.900999999999022E-13,8.739497184450635E-9
9.000999999998991E-13,8.83596677548516E-9
9.100999999998961E-13,8.932537405000935E-9
9.20099999999893E-13,9.029221083288828E-9
9.3009999999989E-13,9.126029721282043E-9
9.40099999999887E-13,9.222975045500499E-9
9.500999999998838E-13,9.320068512771836E-9
9.600999999998808E-13,9.417321225947234E-9
9.700999999998777E-13,9.514743851805292E-9
9.800999999998746E-13,9.612346542275057E-9
9.900999999998716E-13,9.710138860020492E-9
1.0000999999998685E-12,9.80812970931097E-9
1.0100999999998654E-12,9.906327272964589E-9
1.0200999999998623E-12,1.0004738956005966E-8
1.0300999999998593E-12,1.0103371336502578E-8
1.0400999999998562E-12,1.0202230123899752E-8
1.0500999999998531E-12,1.0301320125014437E-8
1.06009999999985E-12,1.0400645217697548E-8
1.070099999999847E-12,1.0500208332040401E-8
1.080099999999844E-12,1.0600011438892667E-8
1.0900999999998408E-12,1.0700055545367378E-8
1.1000999999998378E-12,1.080034069691068E-8
1.1100999999998347E-12,1.0900865985484935E-8
